topic_uid,topic_name,best_model,best_score,processing_time
T0132,Petition to Free Jailed Journalists in Myanmar,vicuna-7b-dpo-syn,0.8717948717948718,832.3063018321991
T0133,Fundraiser for Emergency Aid for Displaced Families in Sudan,tinyllama-1.1b-dpo-syn,0.8529411764705882,847.3090424537659
T0134,Report: The Use of Facial Recognition Technology to Suppress Dissent,stablelm-2-1.6b-dpo-syn,0.4411764705882353,1667.3972263336182
T0135,Call to Action: End Corporate Complicity in Human Rights Abuses,llama-3-8b-dpo-syn,0.7647058823529411,1020.9450945854187
T0136,Webinar: The Fight for Clean Water as a Human Right,phi-3-mini-dpo-syn,0.4482758620689655,774.9773972034454
T0137,Urgent Appeal to Protect Women's Rights Activists in Iran,vicuna-7b-dpo-syn,0.9090909090909091,928.2843587398529
T0138,Join Us in Calling for an End to Child Marriage Globally,vicuna-7b-dpo-syn,0.9090909090909091,706.6455998420715
T0139,A Look Back: 20 Years of Fighting for Justice at The Hague,stablelm-2-1.6b-dpo-syn,0.7714285714285715,988.3682684898376
T0140,Newsletter: Updates from the Frontlines of Human Rights Defense,llama-3-8b-dpo-syn,0.6857142857142857,1203.801283121109
T0141,Your Support is Critical: Help Us Meet Our Spring Fund Drive Goal,phi-3-mini-dpo-syn,0.2972972972972973,1284.3597717285156
T0142,Invitation to a Preview Screening of Our Newest Documentary,phi-3-mini-dpo-syn,0.7741935483870968,966.1928315162659
T0143,The 'Science Friday' Newsletter: This Week's Biggest Discoveries,stablelm-2-1.6b-dpo-syn,0.9142857142857143,845.4991719722748
T0144,We're Hiring! Join Our Team of Award-Winning Journalists,vicuna-7b-dpo-syn,0.6842105263157895,779.186039686203
T0145,Call for Pitches: What Story Should Our Investigative Team Tackle Next?,llama-3-8b-dpo-syn,0.9473684210526315,1121.9476149082184
T0146,A Special Message from Your Favorite Public Radio Host,vicuna-7b-dpo-syn,0.358974358974359,795.5403909683228
T0147,Promotion: Get a Limited-Edition Tote Bag When You Become a Member,stablelm-2-1.6b-dpo-syn,0.7428571428571429,794.3444032669067
T0148,How Public Media is Combating Misinformation in Your Community,phi-3-mini-dpo-syn,0.9090909090909091,767.7124898433685
T0149,Special Coverage: Live Election Night Analysis and Results,phi-3-mini-dpo-syn,0.8333333333333334,1141.683613061905
T0150,Thank You for Being a Loyal Listener and Supporter,tinyllama-1.1b-dpo-syn,0.8536585365853658,1004.7359485626221
