topic_uid,topic_name,best_model,best_score,processing_time
T0066,Newsletter Highlighting Success Stories of Former Residents,tinyllama-1.1b,1.0,141.28234767913818
T0067,Urgent Appeal for Food Bank Donations Ahead of the Holidays,stablelm-2-1.6b,0.84375,151.8997883796692
T0068,Recruitment Drive for After-School Tutors and Homework Helpers,phi-3-mini,1.0,134.80286026000977
T0069,Fundraiser for a Community Sports Equipment Drive,llama-3-8b,0.59375,142.12848234176636
T0070,Invitation to an Open House to Tour a New Facility,vicuna-7b,1.0,134.00517463684082
T0071,Campaign to Demand Justice for a Slain Journalist,vicuna-7b,1.0,132.8350489139557
T0072,Urgent Appeal for a Refugee Crisis in a Specific Region,llama-3-8b,1.0,134.47374200820923
T0073,Petition to End the Use of Child Soldiers in Armed Conflicts,tinyllama-1.1b,1.0,150.8287274837494
T0074,Fundraiser for Legal Aid for Wrongfully Imprisoned Political Prisoners,tinyllama-1.1b,0.9375,135.28491401672363
T0075,Call to Action Against Internet Censorship in a Specific Country,tinyllama-1.1b,0.7741935483870968,134.06159687042236
T0076,Report on the Global State of Women's Rights and Gender Equality,tinyllama-1.1b,1.0,136.48841547966003
T0077,Campaign to Protect Indigenous Land Rights in the Amazon Basin,vicuna-7b,0.6896551724137931,143.4476261138916
T0078,Appeal to Support Persecuted Human Rights Activists,vicuna-7b,0.9,146.07695531845093
T0079,Webinar on the Impact of Climate Change on Human Rights,llama-3-8b,0.8421052631578947,135.16292071342468
T0080,Call for Governments to Ratify the International Human Rights Treaty,stablelm-2-1.6b,1.0,135.49308514595032
T0081,Exposing Forced Labor in Global Fashion Supply Chains,llama-3-8b,0.7333333333333333,143.4460117816925
T0082,A Tribute to a Fallen Human Rights Defender and Their Legacy,vicuna-7b,0.9230769230769231,141.05391812324524
T0083,Global Campaign to Abolish the Death Penalty,vicuna-7b,0.9285714285714286,131.43330240249634
T0084,Urgent Appeal for Medical Supplies in a Conflict Zone,tinyllama-1.1b,0.9230769230769231,140.9481225013733
T0085,Call for International Observers for an Upcoming Election,phi-3-mini,1.0,148.69436883926392
T0086,Announcement of a New Investigative Journalism Podcast Series,stablelm-2-1.6b,1.0,143.95956325531006
T0087,Invitation to a Live Taping of a Popular Political Talk Show,llama-3-8b,0.9117647058823529,132.88072681427002
T0088,Promotion of a New Historical Documentary Premiere,vicuna-7b,0.7727272727272727,144.79486346244812
T0089,Listener Survey to Help Shape Future Radio Programming,phi-3-mini,0.8636363636363636,144.3929522037506
T0090,Special Podcast Episode on a Breaking News Story,phi-3-mini,0.5,148.7480001449585
T0091,Year-End Fundraising Drive to Support Public Radio,llama-3-8b,1.0,137.9319508075714
T0092,Promotion of a New Educational Animated Kids' Show,stablelm-2-1.6b,0.7391304347826086,157.54912066459656
T0093,Invitation to a Community Forum on Local Environmental Issues,phi-3-mini,1.0,136.18378114700317
T0094,A Behind-the-Scenes Look at the Making of a Hit Radio Drama,tinyllama-1.1b,1.0,129.75166583061218
T0095,Weekly Newsletter with Top News Stories and Program Highlights,stablelm-2-1.6b,1.0,140.97860598564148
T0096,Promotion of a New Mobile App for On-Demand Content Streaming,llama-3-8b,1.0,136.61462378501892
T0097,Call for Submissions for a Local Storytelling Project,stablelm-2-1.6b,1.0,153.83579206466675
T0098,Highlighting Award-Winning Investigative Journalism from the Past Year,llama-3-8b,0.9629629629629629,137.41181802749634
T0099,Invitation to a Meet-and-Greet with Station Hosts and Reporters,stablelm-2-1.6b,0.96,138.75809454917908
T0100,Special Programming Schedule for Black History Month,vicuna-7b,0.96,140.52140402793884
