topic_uid,topic_name,best_model,best_score,processing_time
T0027,Urgent Fundraiser to Stop Elephant Poaching in Central Africa,llama-3-8b,1.0,590.2074716091156
T0028,Petition to Ban Harmful Pesticides Threatening Bee Populations,llama-3-8b,1.0,698.7066180706024
T0029,Call for Volunteers for Sea Turtle Nesting Ground Cleanup,vicuna-7b,0.9090909090909091,900.3283779621124
T0030,Fundraising for a New Wildlife Rehabilitation Center,stablelm-2-1.6b,0.6176470588235294,522.5709393024445
T0031,Adoption Drive for Rescued Shelter Animals,tinyllama-1.1b,0.6,1228.1981542110443
T0032,Campaign Against Factory Farming and for Animal Welfare,llama-3-8b,0.5757575757575758,1272.7116966247559
T0033,Urgent Appeal for Animals Displaced by Australian Wildfires,llama-3-8b,0.5405405405405406,1012.3682038784027
T0034,Call to Action to Protect Coral Reefs from Ocean Acidification,llama-3-8b,0.40540540540540543,731.7800889015198
T0035,Newsletter on the Dangers of Plastic Pollution to Marine Life,llama-3-8b,0.6764705882352942,839.5704362392426
T0036,Protecting Gray Wolf Populations in the Rocky Mountains,llama-3-8b,0.6388888888888888,877.8604073524475
T0037,Call to Ban Cosmetic Testing on Animals,tinyllama-1.1b,0.425,830.0400173664093
T0038,Fundraiser to Protect Migratory Bird Sanctuaries,stablelm-2-1.6b,0.53125,724.9132475852966
T0039,Petition to Stop Overfishing and Protect Shark Populations,vicuna-7b,0.9090909090909091,764.9751422405243
T0040,Celebrating a Legislative Victory for a Local Wildlife Preserve,vicuna-7b,0.6363636363636364,1002.5883388519287
T0041,National Campaign to Pass the Equality Act,vicuna-7b,0.7058823529411765,890.179440498352
T0042,Invitation to a Transgender Day of Visibility Virtual Event,tinyllama-1.1b,0.8666666666666667,866.9627962112427
T0043,Fundraiser for LGBTQ+ Youth Homeless Shelters,stablelm-2-1.6b,0.7560975609756098,817.2081065177917
T0044,Call to Action Against 'Don't Say Gay' Style Legislation,vicuna-7b,0.42857142857142855,687.6508808135986
T0045,Promoting a Guide to Creating Inclusive Workplaces,stablelm-2-1.6b,0.5555555555555556,722.0933349132538
T0046,Invitation to a Local Pride Month Kick-off Rally,tinyllama-1.1b,0.9032258064516129,797.4328587055206
T0047,Webinar on Key Moments in LGBTQ+ History,tinyllama-1.1b,0.7714285714285715,888.040073633194
T0048,Call for Stories for the 'It Gets Better' Project,llama-3-8b,0.85,738.631350517273
T0049,Fundraising for Legal Aid Services for Transgender Individuals,stablelm-2-1.6b,0.9090909090909091,1065.5733754634857
T0050,Promoting Mental Health Resources for the LGBTQ+ Community,vicuna-7b,0.7575757575757576,715.9144003391266
T0051,Volunteer Call for a Phone Banking Campaign for a Local Candidate,vicuna-7b,0.6388888888888888,971.1775012016296
T0052,Invitation to a Local Chapter's Annual General Meeting,tinyllama-1.1b,1.0,799.4778726100922
T0053,Year-End Report Highlighting Advocacy Achievements,vicuna-7b,0.6129032258064516,757.7848515510559
T0054,Workshop on How to Be an Effective Ally to the Community,vicuna-7b,0.7142857142857143,1068.6275250911713
T0055,Celebrating a Supreme Court Victory and Thanking Supporters,vicuna-7b,0.7272727272727273,698.6689214706421
T0056,Back-to-School Supply Drive for Underprivileged Children,stablelm-2-1.6b,0.6388888888888888,962.4384865760803
T0057,Recruitment for a Mentorship Program for At-Risk Youth,stablelm-2-1.6b,0.696969696969697,932.3213386535645
T0058,Fundraiser for a New Youth Community and Arts Center,stablelm-2-1.6b,0.4878048780487805,881.1108310222626
T0059,Holiday Toy Drive for Children in Local Shelters,vicuna-7b,0.6666666666666666,892.5661182403564
T0060,Appeal for Summer Camp Scholarships for Low-Income Kids,llama-3-8b,0.6285714285714286,879.2203214168549
T0061,Volunteer Call for a Weekend Soup Kitchen Service,llama-3-8b,0.7575757575757576,754.0032424926758
T0062,Promoting a Financial Literacy Workshop for Young Adults,vicuna-7b,1.0,1050.9377110004425
T0063,Thank You Message to Donors After a Successful Food Drive,llama-3-8b,0.8235294117647058,752.6883826255798
T0064,Urgent Appeal for Winter Coats for Homeless Youth,llama-3-8b,1.0,556.3972613811493
T0065,Invitation to a Graduation Ceremony for Program Participants,vicuna-7b,0.84375,288.61850357055664
T0066,Newsletter Highlighting Success Stories of Former Residents,phi-3-mini,0.7727272727272727,309.5569407939911
T0067,Urgent Appeal for Food Bank Donations Ahead of the Holidays,vicuna-7b,0.8235294117647058,478.39472007751465
T0068,Recruitment Drive for After-School Tutors and Homework Helpers,vicuna-7b,0.625,624.997761964798
T0069,Fundraiser for a Community Sports Equipment Drive,stablelm-2-1.6b,0.5757575757575758,594.7583637237549
T0070,Invitation to an Open House to Tour a New Facility,stablelm-2-1.6b,0.8947368421052632,349.09749007225037
T0071,Campaign to Demand Justice for a Slain Journalist,llama-3-8b,0.7105263157894737,392.42550110816956
T0072,Urgent Appeal for a Refugee Crisis in a Specific Region,llama-3-8b,0.8529411764705882,338.1351637840271
T0073,Petition to End the Use of Child Soldiers in Armed Conflicts,vicuna-7b,0.7105263157894737,481.1662299633026
T0074,Fundraiser for Legal Aid for Wrongfully Imprisoned Political Prisoners,llama-3-8b,0.8529411764705882,304.19863414764404
T0075,Call to Action Against Internet Censorship in a Specific Country,llama-3-8b,0.4,550.9396114349365
T0076,Report on the Global State of Women's Rights and Gender Equality,phi-3-mini,0.47368421052631576,481.1325464248657
T0077,Campaign to Protect Indigenous Land Rights in the Amazon Basin,phi-3-mini,0.7878787878787878,536.346925497055
T0078,Appeal to Support Persecuted Human Rights Activists,tinyllama-1.1b,0.9090909090909091,529.6272654533386
T0079,Webinar on the Impact of Climate Change on Human Rights,llama-3-8b,0.5483870967741935,328.28228735923767
T0080,Call for Governments to Ratify the International Human Rights Treaty,llama-3-8b,0.5128205128205128,345.3067727088928
T0081,Exposing Forced Labor in Global Fashion Supply Chains,llama-3-8b,0.8333333333333334,401.577130317688
T0082,A Tribute to a Fallen Human Rights Defender and Their Legacy,stablelm-2-1.6b,0.9411764705882353,367.887900352478
T0083,Global Campaign to Abolish the Death Penalty,llama-3-8b,0.4411764705882353,293.6560866832733
T0084,Urgent Appeal for Medical Supplies in a Conflict Zone,tinyllama-1.1b,0.8627450980392157,286.5152826309204
T0085,Call for International Observers for an Upcoming Election,stablelm-2-1.6b,0.5161290322580645,369.7224471569061
T0086,Announcement of a New Investigative Journalism Podcast Series,vicuna-7b,0.6944444444444444,433.6290364265442
T0087,Invitation to a Live Taping of a Popular Political Talk Show,tinyllama-1.1b,0.8378378378378378,329.3369312286377
T0088,Promotion of a New Historical Documentary Premiere,stablelm-2-1.6b,0.6666666666666666,294.96467781066895
T0089,Listener Survey to Help Shape Future Radio Programming,stablelm-2-1.6b,0.6578947368421053,326.14715600013733
T0090,Special Podcast Episode on a Breaking News Story,llama-3-8b,0.7948717948717948,304.09317994117737
T0091,Year-End Fundraising Drive to Support Public Radio,llama-3-8b,0.6111111111111112,523.8319380283356
T0092,Promotion of a New Educational Animated Kids' Show,vicuna-7b,0.7631578947368421,415.3291368484497
T0093,Invitation to a Community Forum on Local Environmental Issues,llama-3-8b,0.6666666666666666,400.60488629341125
T0094,A Behind-the-Scenes Look at the Making of a Hit Radio Drama,llama-3-8b,0.7777777777777778,273.2832283973694
T0095,Weekly Newsletter with Top News Stories and Program Highlights,llama-3-8b,0.6666666666666666,334.8488166332245
T0096,Promotion of a New Mobile App for On-Demand Content Streaming,llama-3-8b,0.7941176470588235,367.36182928085327
T0097,Call for Submissions for a Local Storytelling Project,vicuna-7b,0.6176470588235294,334.4185914993286
T0098,Highlighting Award-Winning Investigative Journalism from the Past Year,llama-3-8b,0.5882352941176471,592.6553316116333
T0099,Invitation to a Meet-and-Greet with Station Hosts and Reporters,stablelm-2-1.6b,0.6666666666666666,310.4392945766449
T0100,Special Programming Schedule for Black History Month,vicuna-7b,0.7142857142857143,312.26332426071167
